ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93256,4,2017,Elec- Agricultural,Y,0,0,
93256,5,2017,Elec- Agricultural,Y,0,0,
93256,6,2017,Elec- Agricultural,Y,0,0,
93262,4,2017,Elec- Agricultural,Y,0,0,
93262,5,2017,Elec- Agricultural,Y,0,0,
93262,6,2017,Elec- Agricultural,Y,0,0,
93263,4,2017,Elec- Agricultural,Y,0,0,
93263,5,2017,Elec- Agricultural,Y,0,0,
93263,6,2017,Elec- Agricultural,Y,0,0,
93266,4,2017,Elec- Agricultural,Y,0,0,
93266,5,2017,Elec- Agricultural,Y,0,0,
93266,6,2017,Elec- Agricultural,Y,0,0,
93268,4,2017,Elec- Agricultural,Y,0,0,
93268,5,2017,Elec- Agricultural,Y,0,0,
93268,6,2017,Elec- Agricultural,Y,0,0,
93272,4,2017,Elec- Agricultural,Y,0,0,
93272,5,2017,Elec- Agricultural,Y,0,0,
93272,6,2017,Elec- Agricultural,Y,0,0,
93274,4,2017,Elec- Agricultural,Y,0,0,
93274,5,2017,Elec- Agricultural,Y,0,0,
93274,6,2017,Elec- Agricultural,Y,70,"2,096,243","29,946"
93276,4,2017,Elec- Agricultural,Y,0,0,
93276,5,2017,Elec- Agricultural,Y,0,0,
93276,6,2017,Elec- Agricultural,Y,0,0,
93277,4,2017,Elec- Agricultural,Y,0,0,
93277,5,2017,Elec- Agricultural,Y,0,0,
93277,6,2017,Elec- Agricultural,Y,0,0,
93280,4,2017,Elec- Agricultural,Y,"1,013","38,427,812","37,935"
93280,5,2017,Elec- Agricultural,Y,942,"54,283,617","57,626"
93280,6,2017,Elec- Agricultural,Y,926,"68,068,924","73,509"
93286,4,2017,Elec- Agricultural,Y,0,0,
93286,5,2017,Elec- Agricultural,Y,285,"2,363,362","8,292"
93286,6,2017,Elec- Agricultural,Y,178,"814,335","4,575"
93291,4,2017,Elec- Agricultural,Y,0,0,
93291,5,2017,Elec- Agricultural,Y,0,0,
93291,6,2017,Elec- Agricultural,Y,0,0,
93292,4,2017,Elec- Agricultural,Y,0,0,
93292,5,2017,Elec- Agricultural,Y,0,0,
93292,6,2017,Elec- Agricultural,Y,0,0,
93301,4,2017,Elec- Agricultural,Y,0,0,
93301,5,2017,Elec- Agricultural,Y,0,0,
93301,6,2017,Elec- Agricultural,Y,0,0,
93304,4,2017,Elec- Agricultural,Y,180,"3,010,146","16,723"
93304,5,2017,Elec- Agricultural,Y,181,"4,441,459","24,538"
93304,6,2017,Elec- Agricultural,Y,180,"5,038,351","27,991"
93305,4,2017,Elec- Agricultural,Y,0,0,
93305,5,2017,Elec- Agricultural,Y,0,0,
93305,6,2017,Elec- Agricultural,Y,0,0,
93306,4,2017,Elec- Agricultural,Y,0,0,
93306,5,2017,Elec- Agricultural,Y,0,0,
93306,6,2017,Elec- Agricultural,Y,0,0,
93307,4,2017,Elec- Agricultural,Y,378,"12,875,941","34,063"
93307,5,2017,Elec- Agricultural,Y,384,"15,599,149","40,623"
93307,6,2017,Elec- Agricultural,Y,383,"18,424,985","48,107"
93308,4,2017,Elec- Agricultural,Y,153,"2,226,282","14,551"
93308,5,2017,Elec- Agricultural,Y,128,"2,424,486","18,941"
93308,6,2017,Elec- Agricultural,Y,215,"6,744,693","31,371"
93309,4,2017,Elec- Agricultural,Y,0,0,
93309,5,2017,Elec- Agricultural,Y,0,0,
93309,6,2017,Elec- Agricultural,Y,0,0,
93311,4,2017,Elec- Agricultural,Y,0,0,
93311,5,2017,Elec- Agricultural,Y,89,"4,944,833","55,560"
93311,6,2017,Elec- Agricultural,Y,0,0,
93312,4,2017,Elec- Agricultural,Y,0,0,
93312,5,2017,Elec- Agricultural,Y,0,0,
93312,6,2017,Elec- Agricultural,Y,0,0,
93313,4,2017,Elec- Agricultural,Y,479,"18,744,603","39,133"
93313,5,2017,Elec- Agricultural,N,187,"3,474,788","18,582"
93313,6,2017,Elec- Agricultural,Y,273,"9,818,851","35,966"
93314,4,2017,Elec- Agricultural,Y,0,0,
93314,5,2017,Elec- Agricultural,Y,88,"3,077,935","34,977"
93314,6,2017,Elec- Agricultural,Y,0,0,
93401,4,2017,Elec- Agricultural,Y,0,0,
93401,5,2017,Elec- Agricultural,Y,0,0,
93401,6,2017,Elec- Agricultural,Y,0,0,
93402,4,2017,Elec- Agricultural,Y,0,0,
93402,5,2017,Elec- Agricultural,Y,0,0,
93402,6,2017,Elec- Agricultural,Y,0,0,
93405,4,2017,Elec- Agricultural,Y,0,0,
93405,5,2017,Elec- Agricultural,Y,0,0,
93405,6,2017,Elec- Agricultural,Y,0,0,
93420,4,2017,Elec- Agricultural,Y,"1,757","19,037,591","10,835"
93420,5,2017,Elec- Agricultural,Y,0,0,
93420,6,2017,Elec- Agricultural,Y,"1,163","40,429,236","34,763"
93422,4,2017,Elec- Agricultural,Y,0,0,
93422,5,2017,Elec- Agricultural,Y,0,0,
93422,6,2017,Elec- Agricultural,Y,0,0,
93426,4,2017,Elec- Agricultural,Y,0,0,
93426,5,2017,Elec- Agricultural,Y,0,0,
93426,6,2017,Elec- Agricultural,Y,0,0,
93427,4,2017,Elec- Agricultural,Y,0,0,
93427,5,2017,Elec- Agricultural,Y,0,0,
93427,6,2017,Elec- Agricultural,Y,0,0,
93428,4,2017,Elec- Agricultural,Y,0,0,
93428,5,2017,Elec- Agricultural,Y,0,0,
93428,6,2017,Elec- Agricultural,Y,0,0,
93429,4,2017,Elec- Agricultural,Y,0,0,
93429,5,2017,Elec- Agricultural,Y,0,0,
93429,6,2017,Elec- Agricultural,Y,0,0,
93430,4,2017,Elec- Agricultural,Y,0,0,
93430,5,2017,Elec- Agricultural,Y,0,0,
93430,6,2017,Elec- Agricultural,Y,0,0,
93432,4,2017,Elec- Agricultural,Y,0,0,
93432,5,2017,Elec- Agricultural,Y,0,0,
93432,6,2017,Elec- Agricultural,Y,0,0,
93433,4,2017,Elec- Agricultural,Y,0,0,
93433,5,2017,Elec- Agricultural,Y,0,0,
93433,6,2017,Elec- Agricultural,Y,0,0,
93434,4,2017,Elec- Agricultural,Y,0,0,
93434,5,2017,Elec- Agricultural,Y,0,0,
93434,6,2017,Elec- Agricultural,Y,0,0,
93435,4,2017,Elec- Agricultural,Y,0,0,
93435,5,2017,Elec- Agricultural,Y,0,0,
93435,6,2017,Elec- Agricultural,Y,0,0,
93436,4,2017,Elec- Agricultural,Y,0,0,
93436,5,2017,Elec- Agricultural,Y,0,0,
93436,6,2017,Elec- Agricultural,Y,285,"2,048,279","7,187"
93437,4,2017,Elec- Agricultural,Y,0,0,
93437,5,2017,Elec- Agricultural,Y,0,0,
93437,6,2017,Elec- Agricultural,Y,0,0,
93441,4,2017,Elec- Agricultural,Y,0,0,
93441,5,2017,Elec- Agricultural,Y,0,0,
93441,6,2017,Elec- Agricultural,Y,0,0,
93442,4,2017,Elec- Agricultural,Y,0,0,
93442,5,2017,Elec- Agricultural,Y,0,0,
93442,6,2017,Elec- Agricultural,Y,0,0,
93444,4,2017,Elec- Agricultural,Y,0,0,
93444,5,2017,Elec- Agricultural,Y,0,0,
93444,6,2017,Elec- Agricultural,Y,0,0,
93445,4,2017,Elec- Agricultural,Y,0,0,
93445,5,2017,Elec- Agricultural,Y,0,0,
93445,6,2017,Elec- Agricultural,Y,0,0,
93446,4,2017,Elec- Agricultural,Y,0,0,
93446,5,2017,Elec- Agricultural,Y,763,"3,608,179","4,729"
93446,6,2017,Elec- Agricultural,Y,622,"2,967,143","4,770"
93449,4,2017,Elec- Agricultural,Y,0,0,
93449,5,2017,Elec- Agricultural,Y,0,0,
93449,6,2017,Elec- Agricultural,Y,0,0,
93450,4,2017,Elec- Agricultural,Y,0,0,
93450,5,2017,Elec- Agricultural,Y,0,0,
93450,6,2017,Elec- Agricultural,Y,0,0,
93451,4,2017,Elec- Agricultural,Y,354,"5,461,578","15,428"
93451,5,2017,Elec- Agricultural,Y,0,0,
93451,6,2017,Elec- Agricultural,Y,400,"13,894,249","34,736"
93452,4,2017,Elec- Agricultural,Y,0,0,
93452,5,2017,Elec- Agricultural,Y,0,0,
93452,6,2017,Elec- Agricultural,Y,0,0,
93453,4,2017,Elec- Agricultural,Y,0,0,
93453,5,2017,Elec- Agricultural,Y,0,0,
93453,6,2017,Elec- Agricultural,Y,0,0,
93454,4,2017,Elec- Agricultural,Y,0,0,
93454,5,2017,Elec- Agricultural,Y,0,0,
93454,6,2017,Elec- Agricultural,Y,0,0,
93455,4,2017,Elec- Agricultural,Y,0,0,
93455,5,2017,Elec- Agricultural,Y,0,0,
93455,6,2017,Elec- Agricultural,Y,0,0,
93458,4,2017,Elec- Agricultural,Y,0,0,
93458,5,2017,Elec- Agricultural,Y,0,0,
93458,6,2017,Elec- Agricultural,Y,0,0,
93460,4,2017,Elec- Agricultural,Y,433,"1,931,128","4,460"
93460,5,2017,Elec- Agricultural,Y,"1,674","36,276,413","21,670"
93460,6,2017,Elec- Agricultural,Y,202,"920,668","4,558"
93461,4,2017,Elec- Agricultural,Y,0,0,
93461,5,2017,Elec- Agricultural,Y,0,0,
93461,6,2017,Elec- Agricultural,Y,0,0,
93463,4,2017,Elec- Agricultural,Y,0,0,
93463,5,2017,Elec- Agricultural,Y,0,0,
93463,6,2017,Elec- Agricultural,Y,0,0,
93465,4,2017,Elec- Agricultural,Y,0,0,
93465,5,2017,Elec- Agricultural,N,126,"194,876","1,547"
93465,6,2017,Elec- Agricultural,Y,157,"304,050","1,937"
93601,4,2017,Elec- Agricultural,Y,0,0,
93601,5,2017,Elec- Agricultural,Y,0,0,
93601,6,2017,Elec- Agricultural,Y,0,0,
93602,4,2017,Elec- Agricultural,Y,0,0,
93602,5,2017,Elec- Agricultural,Y,0,0,
93602,6,2017,Elec- Agricultural,Y,0,0,
93603,4,2017,Elec- Agricultural,Y,0,0,
93603,5,2017,Elec- Agricultural,Y,0,0,
93603,6,2017,Elec- Agricultural,Y,0,0,
93608,4,2017,Elec- Agricultural,Y,246,"4,903,309","19,932"
93608,5,2017,Elec- Agricultural,Y,0,0,
93608,6,2017,Elec- Agricultural,Y,0,0,
93609,4,2017,Elec- Agricultural,Y,459,"4,246,522","9,252"
93609,5,2017,Elec- Agricultural,N,243,"4,524,433","18,619"
93609,6,2017,Elec- Agricultural,N,248,"6,506,037","26,234"
93610,4,2017,Elec- Agricultural,Y,637,"7,138,676","11,207"
93610,5,2017,Elec- Agricultural,N,449,"12,551,112","27,953"
93610,6,2017,Elec- Agricultural,N,452,"16,863,042","37,308"
93611,4,2017,Elec- Agricultural,Y,0,0,
93611,5,2017,Elec- Agricultural,Y,0,0,
93611,6,2017,Elec- Agricultural,Y,0,0,
93612,4,2017,Elec- Agricultural,Y,0,0,
93612,5,2017,Elec- Agricultural,Y,0,0,
93612,6,2017,Elec- Agricultural,Y,0,0,
93614,4,2017,Elec- Agricultural,Y,0,0,
93614,5,2017,Elec- Agricultural,Y,0,0,
93614,6,2017,Elec- Agricultural,Y,0,0,
93615,4,2017,Elec- Agricultural,Y,0,0,
93615,5,2017,Elec- Agricultural,Y,0,0,
93615,6,2017,Elec- Agricultural,Y,0,0,
93616,4,2017,Elec- Agricultural,Y,0,0,
93616,5,2017,Elec- Agricultural,Y,0,0,
93616,6,2017,Elec- Agricultural,Y,0,0,
93618,4,2017,Elec- Agricultural,Y,"1,269","6,400,178","5,043"
93618,5,2017,Elec- Agricultural,Y,553,"6,679,800","12,079"
93618,6,2017,Elec- Agricultural,Y,550,"7,750,629","14,092"
93619,4,2017,Elec- Agricultural,Y,0,0,
93619,5,2017,Elec- Agricultural,Y,0,0,
93619,6,2017,Elec- Agricultural,Y,0,0,
93620,4,2017,Elec- Agricultural,Y,0,0,
93620,5,2017,Elec- Agricultural,Y,0,0,
93620,6,2017,Elec- Agricultural,Y,0,0,
93621,4,2017,Elec- Agricultural,Y,0,0,
93621,5,2017,Elec- Agricultural,Y,0,0,
93621,6,2017,Elec- Agricultural,Y,0,0,
93622,4,2017,Elec- Agricultural,Y,"1,843","21,928,233","11,898"
93622,5,2017,Elec- Agricultural,Y,"1,546","26,301,970","17,013"
93622,6,2017,Elec- Agricultural,Y,690,"16,393,709","23,759"
93623,4,2017,Elec- Agricultural,Y,0,0,
93623,5,2017,Elec- Agricultural,Y,0,0,
93623,6,2017,Elec- Agricultural,Y,0,0,
93625,4,2017,Elec- Agricultural,Y,0,0,
93625,5,2017,Elec- Agricultural,Y,0,0,
93625,6,2017,Elec- Agricultural,Y,0,0,
93626,4,2017,Elec- Agricultural,Y,0,0,
93626,5,2017,Elec- Agricultural,Y,0,0,
93626,6,2017,Elec- Agricultural,Y,0,0,
93627,4,2017,Elec- Agricultural,Y,0,0,
93627,5,2017,Elec- Agricultural,Y,0,0,
93627,6,2017,Elec- Agricultural,Y,0,0,
93628,4,2017,Elec- Agricultural,Y,0,0,
93628,5,2017,Elec- Agricultural,Y,0,0,
93628,6,2017,Elec- Agricultural,Y,0,0,
93630,4,2017,Elec- Agricultural,N,505,"4,705,106","9,317"
93630,5,2017,Elec- Agricultural,Y,756,"14,830,036","19,616"
93630,6,2017,Elec- Agricultural,N,507,"9,134,674","18,017"
93631,4,2017,Elec- Agricultural,Y,725,"2,972,327","4,100"
93631,5,2017,Elec- Agricultural,N,481,"3,644,548","7,577"
93631,6,2017,Elec- Agricultural,N,481,"4,594,950","9,553"
93635,4,2017,Elec- Agricultural,Y,0,0,
93635,5,2017,Elec- Agricultural,Y,0,0,
93635,6,2017,Elec- Agricultural,N,243,"4,098,416","16,866"
93636,4,2017,Elec- Agricultural,Y,0,0,
93636,5,2017,Elec- Agricultural,Y,0,0,
93636,6,2017,Elec- Agricultural,Y,0,0,
93637,4,2017,Elec- Agricultural,N,623,"7,888,527","12,662"
93637,5,2017,Elec- Agricultural,N,626,"13,846,126","22,118"
93637,6,2017,Elec- Agricultural,N,637,"18,775,401","29,475"
93638,4,2017,Elec- Agricultural,Y,326,"2,303,879","7,067"
93638,5,2017,Elec- Agricultural,Y,387,"6,775,355","17,507"
93638,6,2017,Elec- Agricultural,Y,343,"8,599,641","25,072"
93640,4,2017,Elec- Agricultural,Y,0,0,
93640,5,2017,Elec- Agricultural,Y,0,0,
93640,6,2017,Elec- Agricultural,Y,0,0,
93641,4,2017,Elec- Agricultural,Y,0,0,
93641,5,2017,Elec- Agricultural,Y,0,0,
93641,6,2017,Elec- Agricultural,Y,0,0,
93643,4,2017,Elec- Agricultural,Y,0,0,
93643,5,2017,Elec- Agricultural,Y,0,0,
93643,6,2017,Elec- Agricultural,Y,0,0,
93644,4,2017,Elec- Agricultural,Y,0,0,
93644,5,2017,Elec- Agricultural,Y,0,0,
93644,6,2017,Elec- Agricultural,Y,0,0,
93645,4,2017,Elec- Agricultural,Y,0,0,
93645,5,2017,Elec- Agricultural,Y,0,0,
93645,6,2017,Elec- Agricultural,Y,0,0,
93646,4,2017,Elec- Agricultural,Y,0,0,
93646,5,2017,Elec- Agricultural,Y,506,"2,954,914","5,840"
93646,6,2017,Elec- Agricultural,Y,0,0,
93647,4,2017,Elec- Agricultural,Y,0,0,
93647,5,2017,Elec- Agricultural,Y,0,0,
93647,6,2017,Elec- Agricultural,Y,307,"1,512,123","4,925"
93648,4,2017,Elec- Agricultural,Y,0,0,
93648,5,2017,Elec- Agricultural,Y,0,0,
93648,6,2017,Elec- Agricultural,Y,0,0,
93650,4,2017,Elec- Agricultural,Y,0,0,
93650,5,2017,Elec- Agricultural,Y,0,0,
93650,6,2017,Elec- Agricultural,Y,0,0,
93651,4,2017,Elec- Agricultural,Y,0,0,
93651,5,2017,Elec- Agricultural,Y,0,0,
93651,6,2017,Elec- Agricultural,Y,0,0,
93652,4,2017,Elec- Agricultural,Y,0,0,
93652,5,2017,Elec- Agricultural,Y,0,0,
93652,6,2017,Elec- Agricultural,Y,0,0,
93653,4,2017,Elec- Agricultural,Y,0,0,
93653,5,2017,Elec- Agricultural,Y,0,0,
93653,6,2017,Elec- Agricultural,Y,0,0,
93654,4,2017,Elec- Agricultural,Y,0,0,
93654,5,2017,Elec- Agricultural,Y,878,"7,652,451","8,716"
93654,6,2017,Elec- Agricultural,Y,"1,126","11,014,406","9,782"
93656,4,2017,Elec- Agricultural,N,194,"2,501,501","12,894"
93656,5,2017,Elec- Agricultural,N,197,"3,915,419","19,875"
93656,6,2017,Elec- Agricultural,N,200,"4,642,409","23,212"
93657,4,2017,Elec- Agricultural,Y,"1,553","4,546,533","2,928"
93657,5,2017,Elec- Agricultural,N,751,"3,259,010","4,340"
93657,6,2017,Elec- Agricultural,Y,"1,029","4,932,074","4,793"
93660,4,2017,Elec- Agricultural,Y,0,0,
93660,5,2017,Elec- Agricultural,Y,0,0,
93660,6,2017,Elec- Agricultural,Y,0,0,
93662,4,2017,Elec- Agricultural,Y,0,0,
93662,5,2017,Elec- Agricultural,Y,783,"6,605,966","8,437"
93662,6,2017,Elec- Agricultural,Y,788,"8,176,472","10,376"
93667,4,2017,Elec- Agricultural,Y,0,0,
93667,5,2017,Elec- Agricultural,Y,0,0,
93667,6,2017,Elec- Agricultural,Y,0,0,
93668,4,2017,Elec- Agricultural,Y,0,0,
93668,5,2017,Elec- Agricultural,Y,0,0,
93668,6,2017,Elec- Agricultural,Y,0,0,
93675,4,2017,Elec- Agricultural,Y,0,0,
93675,5,2017,Elec- Agricultural,Y,0,0,
93675,6,2017,Elec- Agricultural,Y,0,0,
93701,4,2017,Elec- Agricultural,Y,0,0,
93701,5,2017,Elec- Agricultural,Y,0,0,
93701,6,2017,Elec- Agricultural,Y,0,0,
93702,4,2017,Elec- Agricultural,Y,0,0,
93702,5,2017,Elec- Agricultural,Y,0,0,
93702,6,2017,Elec- Agricultural,Y,0,0,
93703,4,2017,Elec- Agricultural,Y,0,0,
93703,5,2017,Elec- Agricultural,Y,0,0,
93703,6,2017,Elec- Agricultural,Y,0,0,
93704,4,2017,Elec- Agricultural,Y,0,0,
93704,5,2017,Elec- Agricultural,Y,0,0,
93704,6,2017,Elec- Agricultural,Y,0,0,
93705,4,2017,Elec- Agricultural,Y,0,0,
93705,5,2017,Elec- Agricultural,Y,0,0,
93705,6,2017,Elec- Agricultural,Y,0,0,
93706,4,2017,Elec- Agricultural,Y,0,0,
93706,5,2017,Elec- Agricultural,Y,726,"8,412,564","11,588"
93706,6,2017,Elec- Agricultural,Y,0,0,
93710,4,2017,Elec- Agricultural,Y,0,0,
93710,5,2017,Elec- Agricultural,Y,0,0,
93710,6,2017,Elec- Agricultural,Y,0,0,
93711,4,2017,Elec- Agricultural,Y,0,0,
93711,5,2017,Elec- Agricultural,Y,0,0,
93711,6,2017,Elec- Agricultural,Y,0,0,
93720,4,2017,Elec- Agricultural,Y,0,0,
93720,5,2017,Elec- Agricultural,Y,0,0,
93720,6,2017,Elec- Agricultural,Y,0,0,
93721,4,2017,Elec- Agricultural,Y,0,0,
93721,5,2017,Elec- Agricultural,Y,0,0,
93721,6,2017,Elec- Agricultural,Y,0,0,
93722,4,2017,Elec- Agricultural,Y,0,0,
93722,5,2017,Elec- Agricultural,Y,0,0,
93722,6,2017,Elec- Agricultural,Y,0,0,
93723,4,2017,Elec- Agricultural,Y,0,0,
93723,5,2017,Elec- Agricultural,Y,0,0,
93723,6,2017,Elec- Agricultural,Y,0,0,
93725,4,2017,Elec- Agricultural,Y,"3,003","14,796,883","4,927"
93725,5,2017,Elec- Agricultural,Y,"1,883","11,582,470","6,151"
93725,6,2017,Elec- Agricultural,Y,"2,376","22,018,684","9,267"
93726,4,2017,Elec- Agricultural,Y,0,0,
93726,5,2017,Elec- Agricultural,Y,0,0,
93726,6,2017,Elec- Agricultural,Y,0,0,
93727,4,2017,Elec- Agricultural,Y,0,0,
93727,5,2017,Elec- Agricultural,Y,0,0,
93727,6,2017,Elec- Agricultural,Y,0,0,
93728,4,2017,Elec- Agricultural,Y,0,0,
93728,5,2017,Elec- Agricultural,Y,0,0,
93728,6,2017,Elec- Agricultural,Y,0,0,
93730,4,2017,Elec- Agricultural,Y,0,0,
93730,5,2017,Elec- Agricultural,Y,0,0,
93730,6,2017,Elec- Agricultural,Y,0,0,
93737,4,2017,Elec- Agricultural,Y,0,0,
93737,5,2017,Elec- Agricultural,Y,0,0,
93737,6,2017,Elec- Agricultural,Y,0,0,
93740,4,2017,Elec- Agricultural,Y,0,0,
93740,5,2017,Elec- Agricultural,Y,0,0,
93740,6,2017,Elec- Agricultural,Y,0,0,
93741,4,2017,Elec- Agricultural,Y,0,0,
93741,5,2017,Elec- Agricultural,Y,0,0,
93741,6,2017,Elec- Agricultural,Y,0,0,
93901,4,2017,Elec- Agricultural,Y,160,"13,465,552","84,160"
93901,5,2017,Elec- Agricultural,Y,150,"14,933,635","99,558"
93901,6,2017,Elec- Agricultural,Y,0,0,
93905,4,2017,Elec- Agricultural,Y,0,0,
93905,5,2017,Elec- Agricultural,Y,0,0,
93905,6,2017,Elec- Agricultural,Y,0,0,
93906,4,2017,Elec- Agricultural,Y,0,0,
93906,5,2017,Elec- Agricultural,Y,0,0,
93906,6,2017,Elec- Agricultural,Y,0,0,
93907,4,2017,Elec- Agricultural,Y,0,0,
93907,5,2017,Elec- Agricultural,N,66,"1,373,889","20,817"
93907,6,2017,Elec- Agricultural,Y,0,0,
93908,4,2017,Elec- Agricultural,Y,0,0,
93908,5,2017,Elec- Agricultural,Y,0,0,
93908,6,2017,Elec- Agricultural,Y,297,"19,867,489","66,894"
93920,4,2017,Elec- Agricultural,Y,0,0,
93920,5,2017,Elec- Agricultural,Y,0,0,
93920,6,2017,Elec- Agricultural,Y,0,0,
93923,4,2017,Elec- Agricultural,Y,0,0,
93923,5,2017,Elec- Agricultural,Y,0,0,
93923,6,2017,Elec- Agricultural,Y,0,0,
93924,4,2017,Elec- Agricultural,Y,0,0,
93924,5,2017,Elec- Agricultural,Y,60,"58,627",977
93924,6,2017,Elec- Agricultural,Y,62,"65,629","1,059"
93925,4,2017,Elec- Agricultural,Y,0,0,
93925,5,2017,Elec- Agricultural,Y,0,0,
93925,6,2017,Elec- Agricultural,Y,0,0,
93926,4,2017,Elec- Agricultural,Y,0,0,
93926,5,2017,Elec- Agricultural,Y,0,0,
93926,6,2017,Elec- Agricultural,Y,0,0,
93927,4,2017,Elec- Agricultural,Y,0,0,
93927,5,2017,Elec- Agricultural,Y,0,0,
93927,6,2017,Elec- Agricultural,Y,0,0,
93930,4,2017,Elec- Agricultural,Y,0,0,
93930,5,2017,Elec- Agricultural,Y,139,"5,812,373","41,816"
93930,6,2017,Elec- Agricultural,Y,139,"6,312,396","45,413"
93932,4,2017,Elec- Agricultural,Y,0,0,
93932,5,2017,Elec- Agricultural,Y,0,0,
93932,6,2017,Elec- Agricultural,Y,0,0,
93933,4,2017,Elec- Agricultural,Y,0,0,
93933,5,2017,Elec- Agricultural,Y,0,0,
93933,6,2017,Elec- Agricultural,Y,0,0,
93940,5,2017,Elec- Agricultural,Y,0,0,
93940,6,2017,Elec- Agricultural,Y,0,0,
93950,4,2017,Elec- Agricultural,Y,0,0,
93950,5,2017,Elec- Agricultural,Y,0,0,
93950,6,2017,Elec- Agricultural,Y,0,0,
93960,4,2017,Elec- Agricultural,Y,214,"3,261,078","15,239"
93960,5,2017,Elec- Agricultural,Y,187,"9,712,649","51,939"
93960,6,2017,Elec- Agricultural,Y,193,"10,766,633","55,786"
94010,4,2017,Elec- Agricultural,Y,0,0,
94010,5,2017,Elec- Agricultural,Y,0,0,
94010,6,2017,Elec- Agricultural,Y,0,0,
94014,4,2017,Elec- Agricultural,Y,0,0,
94014,5,2017,Elec- Agricultural,Y,0,0,
94014,6,2017,Elec- Agricultural,Y,0,0,
94015,4,2017,Elec- Agricultural,Y,0,0,
94015,5,2017,Elec- Agricultural,Y,0,0,
94015,6,2017,Elec- Agricultural,Y,0,0,
94019,4,2017,Elec- Agricultural,Y,0,0,
94019,5,2017,Elec- Agricultural,Y,0,0,
94019,6,2017,Elec- Agricultural,Y,0,0,
94020,4,2017,Elec- Agricultural,Y,0,0,
94020,5,2017,Elec- Agricultural,Y,0,0,
94020,6,2017,Elec- Agricultural,Y,0,0,
