ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93422,8,2017,Elec- Agricultural,Y,0,0,
93422,9,2017,Elec- Agricultural,Y,0,0,
93426,7,2017,Elec- Agricultural,Y,0,0,
93426,8,2017,Elec- Agricultural,Y,0,0,
93426,9,2017,Elec- Agricultural,Y,0,0,
93427,7,2017,Elec- Agricultural,Y,0,0,
93427,8,2017,Elec- Agricultural,Y,0,0,
93427,9,2017,Elec- Agricultural,Y,0,0,
93428,7,2017,Elec- Agricultural,Y,0,0,
93428,8,2017,Elec- Agricultural,Y,0,0,
93428,9,2017,Elec- Agricultural,Y,0,0,
93429,7,2017,Elec- Agricultural,Y,0,0,
93429,8,2017,Elec- Agricultural,Y,0,0,
93429,9,2017,Elec- Agricultural,Y,0,0,
93430,7,2017,Elec- Agricultural,Y,0,0,
93430,8,2017,Elec- Agricultural,Y,0,0,
93430,9,2017,Elec- Agricultural,Y,0,0,
93432,7,2017,Elec- Agricultural,Y,0,0,
93432,8,2017,Elec- Agricultural,Y,0,0,
93432,9,2017,Elec- Agricultural,Y,0,0,
93433,7,2017,Elec- Agricultural,Y,0,0,
93433,8,2017,Elec- Agricultural,Y,0,0,
93433,9,2017,Elec- Agricultural,Y,0,0,
93434,7,2017,Elec- Agricultural,Y,0,0,
93434,8,2017,Elec- Agricultural,Y,0,0,
93434,9,2017,Elec- Agricultural,Y,0,0,
93435,7,2017,Elec- Agricultural,Y,0,0,
93435,8,2017,Elec- Agricultural,Y,0,0,
93435,9,2017,Elec- Agricultural,Y,0,0,
93436,7,2017,Elec- Agricultural,Y,284,"2,579,827","9,084"
93436,8,2017,Elec- Agricultural,Y,0,0,
93436,9,2017,Elec- Agricultural,Y,0,0,
93437,7,2017,Elec- Agricultural,Y,0,0,
93437,8,2017,Elec- Agricultural,Y,0,0,
93437,9,2017,Elec- Agricultural,Y,0,0,
93441,7,2017,Elec- Agricultural,Y,0,0,
93441,8,2017,Elec- Agricultural,Y,0,0,
93441,9,2017,Elec- Agricultural,Y,0,0,
93442,7,2017,Elec- Agricultural,Y,0,0,
93442,8,2017,Elec- Agricultural,Y,0,0,
93442,9,2017,Elec- Agricultural,Y,0,0,
93444,7,2017,Elec- Agricultural,Y,0,0,
93444,8,2017,Elec- Agricultural,Y,0,0,
93444,9,2017,Elec- Agricultural,Y,0,0,
93445,7,2017,Elec- Agricultural,Y,0,0,
93445,8,2017,Elec- Agricultural,Y,0,0,
93445,9,2017,Elec- Agricultural,Y,0,0,
93446,7,2017,Elec- Agricultural,Y,0,0,
93446,8,2017,Elec- Agricultural,Y,659,"4,908,148","7,448"
93446,9,2017,Elec- Agricultural,Y,665,"3,755,081","5,647"
93449,7,2017,Elec- Agricultural,Y,0,0,
93449,8,2017,Elec- Agricultural,Y,0,0,
93449,9,2017,Elec- Agricultural,Y,0,0,
93450,7,2017,Elec- Agricultural,Y,0,0,
93450,8,2017,Elec- Agricultural,Y,0,0,
93450,9,2017,Elec- Agricultural,Y,0,0,
93451,7,2017,Elec- Agricultural,Y,0,0,
93451,8,2017,Elec- Agricultural,N,121,"1,259,219","10,407"
93451,9,2017,Elec- Agricultural,Y,0,0,
93452,7,2017,Elec- Agricultural,Y,0,0,
93452,8,2017,Elec- Agricultural,Y,0,0,
93452,9,2017,Elec- Agricultural,Y,0,0,
93453,7,2017,Elec- Agricultural,Y,0,0,
93453,8,2017,Elec- Agricultural,Y,0,0,
93453,9,2017,Elec- Agricultural,Y,0,0,
93454,7,2017,Elec- Agricultural,Y,0,0,
93454,8,2017,Elec- Agricultural,Y,0,0,
93454,9,2017,Elec- Agricultural,Y,0,0,
93455,7,2017,Elec- Agricultural,Y,0,0,
93455,8,2017,Elec- Agricultural,Y,0,0,
93455,9,2017,Elec- Agricultural,Y,0,0,
93458,7,2017,Elec- Agricultural,Y,0,0,
93458,8,2017,Elec- Agricultural,Y,0,0,
93458,9,2017,Elec- Agricultural,Y,0,0,
93460,7,2017,Elec- Agricultural,Y,203,"1,083,923","5,340"
93460,8,2017,Elec- Agricultural,Y,489,"3,586,430","7,334"
93460,9,2017,Elec- Agricultural,Y,491,"2,869,635","5,844"
93461,7,2017,Elec- Agricultural,Y,0,0,
93461,8,2017,Elec- Agricultural,Y,0,0,
93461,9,2017,Elec- Agricultural,Y,0,0,
93463,7,2017,Elec- Agricultural,Y,0,0,
93463,8,2017,Elec- Agricultural,Y,0,0,
93463,9,2017,Elec- Agricultural,Y,0,0,
93465,7,2017,Elec- Agricultural,Y,0,0,
93465,8,2017,Elec- Agricultural,Y,159,"348,659","2,193"
93465,9,2017,Elec- Agricultural,Y,161,"350,559","2,177"
93601,7,2017,Elec- Agricultural,Y,0,0,
93601,8,2017,Elec- Agricultural,Y,0,0,
93601,9,2017,Elec- Agricultural,Y,0,0,
93602,7,2017,Elec- Agricultural,Y,0,0,
93602,8,2017,Elec- Agricultural,Y,0,0,
93602,9,2017,Elec- Agricultural,Y,0,0,
93603,7,2017,Elec- Agricultural,Y,0,0,
93603,8,2017,Elec- Agricultural,Y,0,0,
93603,9,2017,Elec- Agricultural,Y,0,0,
93608,7,2017,Elec- Agricultural,Y,0,0,
93608,8,2017,Elec- Agricultural,Y,224,"5,212,021","23,268"
93608,9,2017,Elec- Agricultural,Y,0,0,
93609,7,2017,Elec- Agricultural,N,248,"6,811,740","27,467"
93609,8,2017,Elec- Agricultural,Y,504,"12,029,505","23,868"
93609,9,2017,Elec- Agricultural,Y,0,0,
93610,7,2017,Elec- Agricultural,N,461,"20,848,907","45,225"
93610,8,2017,Elec- Agricultural,N,466,"18,472,149","39,640"
93610,9,2017,Elec- Agricultural,N,470,"13,307,245","28,313"
93611,7,2017,Elec- Agricultural,Y,0,0,
93611,8,2017,Elec- Agricultural,Y,0,0,
93611,9,2017,Elec- Agricultural,Y,0,0,
93612,7,2017,Elec- Agricultural,Y,0,0,
93612,8,2017,Elec- Agricultural,Y,0,0,
93612,9,2017,Elec- Agricultural,Y,0,0,
93614,7,2017,Elec- Agricultural,Y,0,0,
93614,8,2017,Elec- Agricultural,Y,0,0,
93614,9,2017,Elec- Agricultural,Y,0,0,
93615,7,2017,Elec- Agricultural,Y,0,0,
93615,8,2017,Elec- Agricultural,Y,0,0,
93615,9,2017,Elec- Agricultural,Y,0,0,
93616,7,2017,Elec- Agricultural,Y,0,0,
93616,8,2017,Elec- Agricultural,Y,0,0,
93616,9,2017,Elec- Agricultural,Y,0,0,
93618,7,2017,Elec- Agricultural,Y,0,0,
93618,8,2017,Elec- Agricultural,Y,0,0,
93618,9,2017,Elec- Agricultural,Y,0,0,
93619,7,2017,Elec- Agricultural,Y,0,0,
93619,8,2017,Elec- Agricultural,Y,0,0,
93619,9,2017,Elec- Agricultural,Y,0,0,
93620,7,2017,Elec- Agricultural,Y,0,0,
93620,8,2017,Elec- Agricultural,Y,0,0,
93620,9,2017,Elec- Agricultural,Y,0,0,
93621,7,2017,Elec- Agricultural,Y,0,0,
93621,8,2017,Elec- Agricultural,Y,0,0,
93621,9,2017,Elec- Agricultural,Y,0,0,
93622,7,2017,Elec- Agricultural,Y,0,0,
93622,8,2017,Elec- Agricultural,Y,0,0,
93622,9,2017,Elec- Agricultural,Y,0,0,
93623,7,2017,Elec- Agricultural,Y,0,0,
93623,8,2017,Elec- Agricultural,Y,0,0,
93623,9,2017,Elec- Agricultural,Y,0,0,
93625,7,2017,Elec- Agricultural,Y,0,0,
93625,8,2017,Elec- Agricultural,Y,0,0,
93625,9,2017,Elec- Agricultural,Y,0,0,
93626,7,2017,Elec- Agricultural,Y,0,0,
93626,8,2017,Elec- Agricultural,Y,0,0,
93626,9,2017,Elec- Agricultural,Y,0,0,
93627,7,2017,Elec- Agricultural,Y,0,0,
93627,8,2017,Elec- Agricultural,Y,0,0,
93627,9,2017,Elec- Agricultural,Y,0,0,
93628,7,2017,Elec- Agricultural,Y,0,0,
93628,8,2017,Elec- Agricultural,Y,0,0,
93628,9,2017,Elec- Agricultural,Y,0,0,
93630,7,2017,Elec- Agricultural,Y,0,0,
93630,8,2017,Elec- Agricultural,N,514,"10,362,573","20,161"
93630,9,2017,Elec- Agricultural,Y,736,"11,316,599","15,376"
93631,7,2017,Elec- Agricultural,N,480,"5,434,320","11,322"
93631,8,2017,Elec- Agricultural,Y,0,0,
93631,9,2017,Elec- Agricultural,Y,0,0,
93635,7,2017,Elec- Agricultural,Y,0,0,
93635,8,2017,Elec- Agricultural,N,246,"3,810,501","15,490"
93635,9,2017,Elec- Agricultural,Y,"1,095","20,260,884","18,503"
93636,7,2017,Elec- Agricultural,Y,0,0,
93636,8,2017,Elec- Agricultural,Y,0,0,
93636,9,2017,Elec- Agricultural,Y,0,0,
93637,7,2017,Elec- Agricultural,Y,0,0,
93637,8,2017,Elec- Agricultural,Y,"1,216","32,814,195","26,985"
93637,9,2017,Elec- Agricultural,Y,"1,219","22,028,065","18,071"
93638,7,2017,Elec- Agricultural,Y,343,"10,865,765","31,679"
93638,8,2017,Elec- Agricultural,Y,382,"9,389,029","24,579"
93638,9,2017,Elec- Agricultural,Y,383,"6,821,725","17,811"
93640,7,2017,Elec- Agricultural,Y,0,0,
93640,8,2017,Elec- Agricultural,Y,0,0,
93640,9,2017,Elec- Agricultural,Y,0,0,
93641,7,2017,Elec- Agricultural,Y,0,0,
93641,8,2017,Elec- Agricultural,Y,0,0,
93641,9,2017,Elec- Agricultural,Y,0,0,
93643,7,2017,Elec- Agricultural,Y,0,0,
93643,8,2017,Elec- Agricultural,Y,0,0,
93643,9,2017,Elec- Agricultural,Y,0,0,
93644,7,2017,Elec- Agricultural,Y,0,0,
93644,8,2017,Elec- Agricultural,Y,0,0,
93644,9,2017,Elec- Agricultural,Y,0,0,
93645,7,2017,Elec- Agricultural,Y,0,0,
93645,8,2017,Elec- Agricultural,Y,0,0,
93645,9,2017,Elec- Agricultural,Y,0,0,
93646,7,2017,Elec- Agricultural,Y,0,0,
93646,8,2017,Elec- Agricultural,Y,0,0,
93646,9,2017,Elec- Agricultural,Y,0,0,
93647,7,2017,Elec- Agricultural,Y,0,0,
93647,8,2017,Elec- Agricultural,Y,0,0,
93647,9,2017,Elec- Agricultural,Y,0,0,
93648,7,2017,Elec- Agricultural,Y,0,0,
93648,8,2017,Elec- Agricultural,Y,0,0,
93648,9,2017,Elec- Agricultural,Y,0,0,
93650,7,2017,Elec- Agricultural,Y,0,0,
93650,8,2017,Elec- Agricultural,Y,0,0,
93650,9,2017,Elec- Agricultural,Y,0,0,
93651,7,2017,Elec- Agricultural,Y,0,0,
93651,8,2017,Elec- Agricultural,Y,0,0,
93651,9,2017,Elec- Agricultural,Y,0,0,
93652,7,2017,Elec- Agricultural,Y,0,0,
93652,8,2017,Elec- Agricultural,Y,0,0,
93652,9,2017,Elec- Agricultural,Y,0,0,
93653,7,2017,Elec- Agricultural,Y,0,0,
93653,8,2017,Elec- Agricultural,Y,0,0,
93653,9,2017,Elec- Agricultural,Y,0,0,
93654,7,2017,Elec- Agricultural,Y,"1,882","22,411,021","11,908"
93654,8,2017,Elec- Agricultural,Y,"1,876","22,680,779","12,090"
93654,9,2017,Elec- Agricultural,Y,"1,875","16,889,900","9,008"
93656,7,2017,Elec- Agricultural,Y,0,0,
93656,8,2017,Elec- Agricultural,Y,0,0,
93656,9,2017,Elec- Agricultural,Y,0,0,
93657,7,2017,Elec- Agricultural,Y,"1,033","5,760,565","5,577"
93657,8,2017,Elec- Agricultural,Y,"1,019","5,486,871","5,385"
93657,9,2017,Elec- Agricultural,Y,"1,018","4,483,160","4,404"
93660,7,2017,Elec- Agricultural,Y,0,0,
93660,8,2017,Elec- Agricultural,Y,0,0,
93660,9,2017,Elec- Agricultural,Y,0,0,
93662,7,2017,Elec- Agricultural,Y,661,"6,142,097","9,292"
93662,8,2017,Elec- Agricultural,Y,"1,378","13,751,574","9,979"
93662,9,2017,Elec- Agricultural,Y,"1,385","10,003,368","7,223"
93667,7,2017,Elec- Agricultural,Y,0,0,
93667,8,2017,Elec- Agricultural,Y,0,0,
93667,9,2017,Elec- Agricultural,Y,0,0,
93668,7,2017,Elec- Agricultural,Y,0,0,
93668,8,2017,Elec- Agricultural,Y,0,0,
93668,9,2017,Elec- Agricultural,Y,0,0,
93675,7,2017,Elec- Agricultural,Y,0,0,
93675,8,2017,Elec- Agricultural,Y,0,0,
93675,9,2017,Elec- Agricultural,Y,0,0,
93701,7,2017,Elec- Agricultural,Y,0,0,
93701,8,2017,Elec- Agricultural,Y,0,0,
93701,9,2017,Elec- Agricultural,Y,0,0,
93702,7,2017,Elec- Agricultural,Y,0,0,
93702,8,2017,Elec- Agricultural,Y,0,0,
93702,9,2017,Elec- Agricultural,Y,0,0,
93703,7,2017,Elec- Agricultural,Y,0,0,
93703,8,2017,Elec- Agricultural,Y,0,0,
93703,9,2017,Elec- Agricultural,Y,0,0,
93704,7,2017,Elec- Agricultural,Y,0,0,
93704,8,2017,Elec- Agricultural,Y,0,0,
93704,9,2017,Elec- Agricultural,Y,0,0,
93705,7,2017,Elec- Agricultural,Y,0,0,
93705,8,2017,Elec- Agricultural,Y,0,0,
93705,9,2017,Elec- Agricultural,Y,0,0,
93706,7,2017,Elec- Agricultural,Y,731,"12,508,150","17,111"
93706,8,2017,Elec- Agricultural,Y,0,0,
93706,9,2017,Elec- Agricultural,Y,"2,131","22,352,826","10,489"
93710,7,2017,Elec- Agricultural,Y,0,0,
93710,8,2017,Elec- Agricultural,Y,0,0,
93710,9,2017,Elec- Agricultural,Y,0,0,
93711,7,2017,Elec- Agricultural,Y,0,0,
93711,8,2017,Elec- Agricultural,Y,0,0,
93711,9,2017,Elec- Agricultural,Y,0,0,
93720,7,2017,Elec- Agricultural,Y,0,0,
93720,8,2017,Elec- Agricultural,Y,0,0,
93720,9,2017,Elec- Agricultural,Y,0,0,
93721,7,2017,Elec- Agricultural,Y,0,0,
93721,8,2017,Elec- Agricultural,Y,0,0,
93721,9,2017,Elec- Agricultural,Y,0,0,
93722,7,2017,Elec- Agricultural,Y,0,0,
93722,8,2017,Elec- Agricultural,Y,446,"1,193,153","2,675"
93722,9,2017,Elec- Agricultural,Y,444,"794,001","1,788"
93723,7,2017,Elec- Agricultural,Y,0,0,
93723,8,2017,Elec- Agricultural,Y,0,0,
93723,9,2017,Elec- Agricultural,Y,0,0,
93725,7,2017,Elec- Agricultural,Y,"1,648","13,841,852","8,399"
93725,8,2017,Elec- Agricultural,Y,"1,625","17,839,734","10,978"
93725,9,2017,Elec- Agricultural,Y,0,0,
93726,7,2017,Elec- Agricultural,Y,0,0,
93726,8,2017,Elec- Agricultural,Y,0,0,
93726,9,2017,Elec- Agricultural,Y,0,0,
93727,7,2017,Elec- Agricultural,Y,0,0,
93727,8,2017,Elec- Agricultural,Y,265,"974,331","3,677"
93727,9,2017,Elec- Agricultural,Y,262,"697,599","2,663"
93728,7,2017,Elec- Agricultural,Y,0,0,
93728,8,2017,Elec- Agricultural,Y,0,0,
93728,9,2017,Elec- Agricultural,Y,0,0,
93730,7,2017,Elec- Agricultural,Y,0,0,
93730,8,2017,Elec- Agricultural,Y,0,0,
93730,9,2017,Elec- Agricultural,Y,0,0,
93737,7,2017,Elec- Agricultural,Y,0,0,
93737,8,2017,Elec- Agricultural,Y,0,0,
93737,9,2017,Elec- Agricultural,Y,0,0,
93740,7,2017,Elec- Agricultural,Y,0,0,
93740,8,2017,Elec- Agricultural,Y,0,0,
93740,9,2017,Elec- Agricultural,Y,0,0,
93741,7,2017,Elec- Agricultural,Y,0,0,
93741,8,2017,Elec- Agricultural,Y,0,0,
93741,9,2017,Elec- Agricultural,Y,0,0,
93901,7,2017,Elec- Agricultural,Y,0,0,
93901,8,2017,Elec- Agricultural,Y,0,0,
93901,9,2017,Elec- Agricultural,Y,128,"12,890,345","100,706"
93905,7,2017,Elec- Agricultural,Y,0,0,
93905,8,2017,Elec- Agricultural,Y,0,0,
93905,9,2017,Elec- Agricultural,Y,0,0,
93906,7,2017,Elec- Agricultural,Y,0,0,
93906,8,2017,Elec- Agricultural,Y,0,0,
93906,9,2017,Elec- Agricultural,Y,0,0,
93907,7,2017,Elec- Agricultural,Y,0,0,
93907,8,2017,Elec- Agricultural,Y,0,0,
93907,9,2017,Elec- Agricultural,Y,207,"5,427,523","26,220"
93908,7,2017,Elec- Agricultural,Y,0,0,
93908,8,2017,Elec- Agricultural,Y,279,"20,152,558","72,231"
93908,9,2017,Elec- Agricultural,Y,0,0,
93920,7,2017,Elec- Agricultural,Y,0,0,
93920,8,2017,Elec- Agricultural,Y,0,0,
93920,9,2017,Elec- Agricultural,Y,0,0,
93923,7,2017,Elec- Agricultural,Y,0,0,
93923,8,2017,Elec- Agricultural,Y,0,0,
93923,9,2017,Elec- Agricultural,Y,0,0,
93924,7,2017,Elec- Agricultural,Y,0,0,
93924,8,2017,Elec- Agricultural,Y,64,"86,826","1,357"
93924,9,2017,Elec- Agricultural,Y,64,"87,471","1,367"
93925,7,2017,Elec- Agricultural,Y,0,0,
93925,8,2017,Elec- Agricultural,Y,0,0,
93925,9,2017,Elec- Agricultural,Y,0,0,
93926,7,2017,Elec- Agricultural,Y,0,0,
93926,8,2017,Elec- Agricultural,Y,0,0,
93926,9,2017,Elec- Agricultural,N,74,"5,093,853","68,836"
93927,7,2017,Elec- Agricultural,Y,0,0,
93927,8,2017,Elec- Agricultural,Y,0,0,
93927,9,2017,Elec- Agricultural,Y,0,0,
93930,7,2017,Elec- Agricultural,Y,0,0,
93930,8,2017,Elec- Agricultural,Y,194,"7,910,637","40,776"
93930,9,2017,Elec- Agricultural,Y,151,"6,409,331","42,446"
93932,7,2017,Elec- Agricultural,Y,0,0,
93932,8,2017,Elec- Agricultural,Y,0,0,
93932,9,2017,Elec- Agricultural,Y,0,0,
93933,7,2017,Elec- Agricultural,Y,0,0,
93933,8,2017,Elec- Agricultural,Y,0,0,
93933,9,2017,Elec- Agricultural,Y,0,0,
93940,7,2017,Elec- Agricultural,Y,0,0,
93940,8,2017,Elec- Agricultural,Y,0,0,
93940,9,2017,Elec- Agricultural,Y,0,0,
93950,7,2017,Elec- Agricultural,Y,0,0,
93950,8,2017,Elec- Agricultural,Y,0,0,
93950,9,2017,Elec- Agricultural,Y,0,0,
93960,7,2017,Elec- Agricultural,Y,0,0,
93960,8,2017,Elec- Agricultural,Y,200,"12,269,650","61,348"
93960,9,2017,Elec- Agricultural,N,95,"3,759,445","39,573"
94010,7,2017,Elec- Agricultural,Y,0,0,
94010,8,2017,Elec- Agricultural,Y,0,0,
94010,9,2017,Elec- Agricultural,Y,0,0,
94014,7,2017,Elec- Agricultural,Y,0,0,
94014,8,2017,Elec- Agricultural,Y,0,0,
94014,9,2017,Elec- Agricultural,Y,0,0,
94015,7,2017,Elec- Agricultural,Y,0,0,
94015,8,2017,Elec- Agricultural,Y,0,0,
94015,9,2017,Elec- Agricultural,Y,0,0,
94019,7,2017,Elec- Agricultural,Y,0,0,
94019,8,2017,Elec- Agricultural,Y,0,0,
94019,9,2017,Elec- Agricultural,Y,0,0,
94020,7,2017,Elec- Agricultural,Y,0,0,
94020,8,2017,Elec- Agricultural,Y,0,0,
94020,9,2017,Elec- Agricultural,Y,0,0,
94022,7,2017,Elec- Agricultural,Y,0,0,
94022,8,2017,Elec- Agricultural,Y,0,0,
94022,9,2017,Elec- Agricultural,Y,0,0,
94025,7,2017,Elec- Agricultural,Y,0,0,
